URL,CMS_Type
www.assam.gov.in,Drupal
www.asapkerala.gov.in,WP
dhs.assam.gov.in,Drupal
dibrugarh.assam.gov.in,Drupal
dht.assam.gov.in,Drupal
dee.assam.gov.in,Drupal
dipr.assam.gov.in,Drupal
agrifin.assam.gov.in,WP
bongaigaon.assam.gov.in,Drupal
dlrar.assam.gov.in,Drupal
elementary.assam.gov.in,Drupal
filmfinance.assam.gov.in,Drupal
fremaa.assam.gov.in,Drupal
finance.assam.gov.in,Drupal
homeandpolitical.assam.gov.in,Drupal
hts.assam.gov.in,Drupal
labourcommissioner.assam.gov.in,Drupal
igr.assam.gov.in,Drupal
nalbari.assam.gov.in,Drupal
legislative.assam.gov.in,Drupal
madhyamik.assam.gov.in,Drupal
nagaon.assam.gov.in,Drupal
hojai.assam.gov.in,Drupal
kamrupmetro.assam.gov.in,Drupal
nhm.assam.gov.in,Drupal
parliamentaryaffairs.assam.gov.in,Drupal
police.assam.gov.in,Drupal
snt.assam.gov.in,Drupal
sonitpur.assam.gov.in,Drupal
sports.assam.gov.in,Drupal
waterresources.assam.gov.in,Drupal
aurangabad.gov.in,WP
bageshwar.gov.in,WP
balod.gov.in,WP
balodabazar.gov.in,WP
balrampur.gov.in,WP
bastar.gov.in,WP
bankura.gov.in,WP
barnala.gov.in,WP
www.barnala.gov.in,WP
beed.gov.in,WP
bhandara.gov.in,WP
bemetara.gov.in,WP
bhiwani.gov.in,WP
bijapur.gov.in,WP
biswanath.gov.in,Drupal
birbhum.gov.in,WP
bilaspur.gov.in,WP
bitm.gov.in,WP
www.bitm.gov.in,WP
beeindia.gov.in,Drupal
bongaigaon.gov.in,Drupal
bncmc.gov.in,WP
brahmaputraboard.gov.in,WP
cachar.gov.in,Drupal
cachar.dcourts.gov.in,WP
www.brahmaputraboard.gov.in,WP
iced.cag.gov.in,WP
cantt.gov.in,WP
cannanore.cantt.gov.in,WP
dehuroad.cantt.gov.in,WP
deolali.cantt.gov.in,WP
ferozepur.cantt.gov.in,WP
jabalpur.cantt.gov.in,WP
jutogh.cantt.gov.in,WP
kamptee.cantt.gov.in,WP
meerut.cantt.gov.in,WP
saugor.cantt.gov.in,WP
ranikhet.cantt.gov.in,WP
cbc.gov.in,Drupal
secunderabad.cantt.gov.in,WP
cbcindia.gov.in,WP
www.cbcindia.gov.in,WP
cca.gov.in,Drupal
www.cca.gov.in,Drupal
ccsniam.gov.in,Joomla
www.ccsniam.gov.in,Joomla
ceib.gov.in,Drupal
ceikerala.gov.in,Joomla
centralwaqfcouncil.gov.in,Drupal
cexchd1.gov.in,Drupal
ccrtindia.gov.in,WP
spc.cg.gov.in,Drupal
www.cgca.gov.in,Drupal
cgca.gov.in,Drupal
tribal.cg.gov.in,Drupal
phed.cg.gov.in,Drupal
iccr.gov.in,Drupal
cghb.gov.in,Drupal
www.cghb.gov.in,Drupal
spandan.cgpolice.gov.in,Drupal
indiainseattle.gov.in,WP
www.cgisydney.gov.in,WP
cgstamdnorth.gov.in,WP
www.cgstamdnorth.gov.in,WP
cgpolicehelp.cgstate.gov.in,Drupal
cgstrajkotappeals.gov.in,WP
www.chandigarh.gov.in,Drupal
champawat.gov.in,WP
ctuonline.chd.gov.in,WP
reeut.chd.gov.in,Drupal
www.chandigarhforest.gov.in,WP
chdca.gov.in,WP
chandigarhforest.gov.in,WP
chdctu.gov.in,Drupal
www.chdeducation.gov.in,WP
www.chdctu.gov.in,Drupal
chdfood.gov.in,Drupal
www.chdfood.gov.in,Drupal
chandigarhenvis.gov.in,Drupal
chb.gov.in,WP
chemicals.gov.in,Drupal
chennaicustoms.gov.in,WP
www.chennaicustoms.gov.in,WP
ecitizen.civilsupplieskerala.gov.in,Other CMS
ecsc.civilsupplieskerala.gov.in,Other CMS
clinicalestablishments.gov.in,Other CMS
www.clinicalestablishments.gov.in,Other CMS
www.clc.gov.in,Drupal
clc.gov.in,Drupal
cmlre.gov.in,Drupal
www.cmlre.gov.in,Drupal
cmrfodisha.gov.in,Drupal
www.cmrfodisha.gov.in,Drupal
cmmanipur.gov.in,WP
www.cmmanipur.gov.in,WP
coal.gov.in,Drupal
www.cmss.gov.in,WP
cmss.gov.in,WP
cochinport.gov.in,Drupal
www.cochinport.gov.in,Drupal
coirboard.gov.in,WP
coirservices.gov.in,WP
www.coirservices.gov.in,WP
crridom.gov.in,Drupal
www.crridom.gov.in,Drupal
csb.gov.in,WP
www.csb.gov.in,WP
gpf.csb.gov.in,WP
silks.csb.gov.in,WP
crs.gov.in,WP
dbtagriculture.bihar.gov.in,WP
www.cwc.gov.in,Drupal
cwc.gov.in,Drupal
mcdonline.nic.in,WP
vci.dahd.gov.in,Drupal
www.dae.gov.in,WP
darjeeling.gov.in,WP
community.data.gov.in,WP
event.data.gov.in,WP
www.dbtctep.gov.in,WP
dbtindia.gov.in,Drupal
visualize.data.gov.in,WP
ab.dcmsme.gov.in,Other CMS
www.dbtjrf.gov.in,WP
clcss.dcmsme.gov.in,Other CMS
www.dcmsme.gov.in,Drupal
dbtjrf.gov.in,WP
cluster.dcmsme.gov.in,Other CMS
ppdcagra.dcmsme.gov.in,Other CMS
www.ppdcagra.dcmsme.gov.in,Other CMS
msmedi.dcmsme.gov.in,Other CMS
tc.dcmsme.gov.in,Other CMS
bhiwani.dcourts.gov.in,WP
bilaspurhp.dcourts.gov.in,WP
faridabad.dcourts.gov.in,WP
golaghat.dcourts.gov.in,WP
dhemaji.dcourts.gov.in,WP
dhubri.dcourts.gov.in,WP
gurugram.dcourts.gov.in,WP
hailakandi.dcourts.gov.in,WP
hisar.dcourts.gov.in,WP
kamrupmetro.dcourts.gov.in,WP
namchi.dcourts.gov.in,WP
morigaon.dcourts.gov.in,WP
lakhimpur.dcourts.gov.in,WP
palwal.dcourts.gov.in,WP
sirmaur.dcourts.gov.in,WP
sonepat.dcourts.gov.in,WP
pasighat.dcourts.gov.in,WP
surat.dcourts.gov.in,WP
sivasagar.dcourts.gov.in,WP
wayanad.dcourts.gov.in,WP
sonitpur.dcourts.gov.in,WP
ddd.gov.in,WP
police.ddd.gov.in,WP
dda.gov.in,Drupal
www.dda.gov.in,Drupal
ddkbbsr.gov.in,Drupal
www.ddkbbsr.gov.in,Drupal
ddinews.gov.in,WP
ddnews.gov.in,WP
www.ddinews.gov.in,WP
www.ddnews.gov.in,WP
www.ddpmod.gov.in,Drupal
ddpmod.gov.in,Drupal
ddpdos.gov.in,Drupal
dehradun.gov.in,WP
dehradun.nic.in,WP
swachhbharatmission.ddws.gov.in,Drupal
www.deendayalport.gov.in,WP
dmeast.delhi.gov.in,WP
dmnorth.delhi.gov.in,WP
dmnortheast.delhi.gov.in,WP
dmnewdelhi.delhi.gov.in,WP
dmnorthwest.delhi.gov.in,WP
dmshahdara.delhi.gov.in,WP
dmsouth.delhi.gov.in,WP
dmsoutheast.delhi.gov.in,WP
dmsouthwest.delhi.gov.in,WP
rera.delhi.gov.in,Drupal
www.rera.delhi.gov.in,Drupal
depwd.gov.in,WP
traffic.delhipolice.gov.in,Drupal
derc.gov.in,Drupal
www.derc.gov.in,Drupal
desw.gov.in,Drupal
www.desw.gov.in,Drupal
igmri.dfpd.gov.in,Drupal
www.dgde.gov.in,Drupal
dgde.gov.in,Drupal
desagri.gov.in,WP
dgt.gov.in,Drupal
nstidehradun.dgt.gov.in,Drupal
nstihaldwani.dgt.gov.in,Drupal
nstijamshedpur.dgt.gov.in,Drupal
nstihyderabad2.dgt.gov.in,Drupal
nstiludhiana.dgt.gov.in,Drupal
nstiwbengaluru.dgt.gov.in,Drupal
nstiwgoa.dgt.gov.in,Drupal
nstiwjaipur.dgt.gov.in,Drupal
nstiwnoida.dgt.gov.in,Drupal
nstiwpatna.dgt.gov.in,Drupal
nstiwmumbai.dgt.gov.in,Drupal
nstiwtrivandrum.dgt.gov.in,Drupal
rdsdeandhrapradesh.dgt.gov.in,Drupal
nstiwtura.dgt.gov.in,Drupal
rdsdeassam.dgt.gov.in,Drupal
rdsdebihar.dgt.gov.in,Drupal
rdsdegujarat.dgt.gov.in,Drupal
rdsdejharkhand.dgt.gov.in,Drupal
rdsdekarnataka.dgt.gov.in,Drupal
rdsdemadhyapradesh.dgt.gov.in,Drupal
rdsdemaharashtra.dgt.gov.in,Drupal
rdsdetamilnadu.dgt.gov.in,Drupal
rdsdetelangana.dgt.gov.in,Drupal
rdsdeuttarpradesh.dgt.gov.in,Drupal
dgtr.gov.in,Drupal
rdsdewestbengal.dgt.gov.in,Drupal
www.dgtr.gov.in,Drupal
dhemaji.gov.in,Drupal
dhamtari.gov.in,WP
dgtelecom.gov.in,WP
dhubri.gov.in,Drupal
dhubri.assam.gov.in,Drupal
dhepune.gov.in,WP
www.dhepune.gov.in,WP
dibrugarh.gov.in,Drupal
digibunai.dic.gov.in,Joomla
dhule.gov.in,WP
m4agri.dic.gov.in,Joomla
dietresubelpara.gov.in,Drupal
dietthadlaskein.gov.in,Drupal
dietnongstoin.gov.in,Drupal
diksha.gov.in,Other CMS
vdn.diksha.gov.in,Other CMS
www.diksha.gov.in,Other CMS
disabilityaffairs.gov.in,WP
www.digitalpolicecitizenservices.gov.in,Other CMS
diu.gov.in,WP
www.diu.gov.in,WP
dla.gov.in,Drupal
www.dla.gov.in,Drupal
dmeo.gov.in,Drupal
doe.gov.in,Drupal
dnh.gov.in,WP
www.doe.gov.in,Drupal
doj.gov.in,WP
dof.gov.in,WP
pda.dnh.gov.in,Drupal
dashboard.doj.gov.in,WP
dolr.gov.in,WP
prasarbharati.gov.in,WP
doordarshan.gov.in,WP
www.dpl.gov.in,Joomla
dpl.gov.in,Joomla
www.dsir.gov.in,Drupal
dsndharyana.gov.in,WP
www.dst.gov.in,Drupal
durg.gov.in,WP
amravati.dvet.gov.in,WP
aurangabad.dvet.gov.in,WP
www.dvet.gov.in,WP
dtetodisha.gov.in,WP
mumbai.dvet.gov.in,WP
nagpur.dvet.gov.in,WP
nashik.dvet.gov.in,WP
pune.dvet.gov.in,WP
eastjaintiahills.gov.in,WP
eastkhasihills.gov.in,WP
eastgarohills.gov.in,WP
ecommitteesci.gov.in,WP
www.edantseva.gov.in,Drupal
chd.education.gov.in,Drupal
www.chd.education.gov.in,Drupal
www.cstt.education.gov.in,Drupal
dsel.education.gov.in,Drupal
cstt.education.gov.in,Drupal
boatwr.education.gov.in,WP
egazette.gov.in,Other CMS
repository.education.gov.in,WP
www.egovstandards.gov.in,Drupal
egovstandards.gov.in,Drupal
embassyofindiayangon.gov.in,WP
www.embassyofindiayangon.gov.in,WP
enforcementdirectorate.gov.in,Drupal
www.enforcementdirectorate.gov.in,Drupal
eoiaddisababa.gov.in,WP
www.eprocure.gov.in,Drupal
ernakulam.nic.in,WP
ernakulam.gov.in,WP
esaharyana.gov.in,WP
erpc.gov.in,WP
www.fabkerala.gov.in,Joomla
fatehgarhsahib.gov.in,WP
fazilka.gov.in,WP
fibkerala.gov.in,Drupal
www.fibkerala.gov.in,Drupal
finhry.gov.in,WP
hpsn.finhry.gov.in,WP
www.finhry.gov.in,WP
fitindia.gov.in,WP
www.fitindia.gov.in,WP
nflgaziabad.fssai.gov.in,WP
gadchiroli.gov.in,WP
gandhismriti.gov.in,Drupal
www.gandhismriti.gov.in,Drupal
gbpihed.gov.in,Drupal
www.gbpihed.gov.in,Drupal
www.gcelt.gov.in,WP
gcelt.gov.in,WP
giso.gov.in,Drupal
www.gmada.gov.in,Drupal
www.gmch.gov.in,Drupal
gmch.gov.in,Drupal
cares.goa.gov.in,WP
dfes.goa.gov.in,Drupal
www.dsya.goa.gov.in,WP
dsya.goa.gov.in,WP
geda.goa.gov.in,WP
ghrdc.goa.gov.in,WP
ghb.goa.gov.in,WP
gssc.goa.gov.in,WP
infotech.goa.gov.in,WP
goawrd.gov.in,Drupal
governoruk.gov.in,WP
gondia.gov.in,WP
greentribunal.gov.in,Drupal
www.grihkalyankendra.gov.in,Drupal
grihkalyankendra.gov.in,Drupal
greene.gov.in,WP
www.gstcouncil.gov.in,Drupal
gstcouncil.gov.in,Drupal
gurugram.gov.in,WP
hafed.gov.in,Drupal
www.gstnoida.gov.in,WP
haraviation.gov.in,WP
hareda.gov.in,WP
gstmumbai.gov.in,WP
harenvironment.gov.in,WP
harfish.gov.in,Drupal
hrccc.harenvironment.gov.in,WP
hargauseva.gov.in,WP
harprathmik.gov.in,WP
hartrans.gov.in,WP
www.haryana.gov.in,WP
acb.haryana.gov.in,WP
ayushmanbharat.haryana.gov.in,WP
commhsr.haryana.gov.in,WP
envis.haryana.gov.in,WP
gramdarshan.haryana.gov.in,WP
msme.haryana.gov.in,WP
sewa.haryana.gov.in,WP
sfc.haryana.gov.in,WP
sjeti.haryana.gov.in,WP
swa.haryana.gov.in,WP
haryanaarchives.gov.in,WP
haryanafood.gov.in,WP
haryanaforest.gov.in,WP
campa.haryanaforest.gov.in,WP
sbb.haryanaforest.gov.in,WP
haryanahealth.gov.in,WP
haryanait.gov.in,WP
haryanaassembly.gov.in,WP
haryanarajbhavan.gov.in,WP
haryanarural.gov.in,WP
haryanascbc.gov.in,Drupal
www.haryanascbc.gov.in,Drupal
haryanasports.gov.in,WP
haryanatransport.gov.in,Drupal
www.haryanatransport.gov.in,Drupal
haryanavigilance.gov.in,WP
hbh.gov.in,Other CMS
hcigeorgetown.gov.in,WP
www.hcigeorgetown.gov.in,WP
hcs.gov.in,Drupal
old.hda.gov.in,WP
hfdc.gov.in,WP
highereducationmanipur.gov.in,WP
ddtg.hp.gov.in,WP
himachaldit.gov.in,WP
hingoli.nic.in,WP
himachaltourism.gov.in,WP
hisar.gov.in,WP
www.hmda.gov.in,WP
hooghly.gov.in,WP
hooghly.nic.in,WP
howrah.gov.in,WP
ei.hp.gov.in,Other CMS
eudyan.hp.gov.in,Other CMS
himurja.hp.gov.in,WP
techedu.hp.gov.in,Drupal
online2.hpsssb.hp.gov.in,WP
hpmc.gov.in,Other CMS
hpmandi.gov.in,WP
hpmandi.nic.in,WP
hpshimla.gov.in,WP
hpshimla.nic.in,WP
hpsirmaur.gov.in,WP
www.hptax.gov.in,WP
hptax.gov.in,WP
hrtreasuries.gov.in,WP
hryesi.gov.in,WP
hslsa.gov.in,WP
hwb.gov.in,Drupal
www.hwb.gov.in,Drupal
www.icar.gov.in,Drupal
aeis.icar.gov.in,WP
krishi.icar.gov.in,WP
aicrponforagecrops.icar.gov.in,Joomla
aicrpspices.icar.gov.in,Drupal
cashewprotect.icar.gov.in,WP
ccri.icar.gov.in,Other CMS
hydrobharat.gov.in,WP
cafri.icar.gov.in,WP
dmapr.icar.gov.in,Drupal
dogr.icar.gov.in,Joomla
education.icar.gov.in,WP
ciphet.icar.gov.in,WP
dkma.icar.gov.in,WP
iasri.icar.gov.in,WP
iimr.icar.gov.in,WP
icarrcer.icar.gov.in,WP
iior.icar.gov.in,Drupal
igfri.icar.gov.in,WP
iivr.icar.gov.in,Drupal
iiab.icar.gov.in,WP
calicut.kvk.icar.gov.in,Joomla
kvkalappuzha.icar.gov.in,WP
kvkernakulam.icar.gov.in,WP
kvktumakuru2.icar.gov.in,WP
nahep.icar.gov.in,WP
nahep2.icar.gov.in,WP
niasm.icar.gov.in,Drupal
nbsslup.icar.gov.in,WP
nibsm.icar.gov.in,Joomla
nbagr.icar.gov.in,WP
nrcmithun.icar.gov.in,Drupal
sugarcane.icar.gov.in,WP
qms.icar.gov.in,Drupal
testicar.icar.gov.in,Drupal
spices.icar.gov.in,Drupal
ifp.icfre.gov.in,WP
www.ies.gov.in,WP
ies.gov.in,WP
idukki.nic.in,WP
idukki.gov.in,WP
iilm.gov.in,Drupal
iimc.gov.in,Drupal
www.iimc.gov.in,Drupal
igrms.gov.in,Drupal
ikm.gov.in,Drupal
www.ilearn.gov.in,WP
ilearn.gov.in,WP
dsp.imdpune.gov.in,Other CMS
incometaxnortheast.gov.in,WP
indbiz.gov.in,WP
indembassyuae.gov.in,WP
www.indembassyuae.gov.in,WP
indembassyseoul.gov.in,Drupal
www.indembassyseoul.gov.in,Drupal
covid19.india.gov.in,WP
guidelines.india.gov.in,WP
vahan.parivahan.gov.in,Drupal
www.tn.gov.in,Drupal
yas.nic.in,Drupal
cms.tn.gov.in,Drupal
ncw.nic.in,Drupal
cea.nic.in,WP
pds.jharkhand.gov.in,Joomla
raipur.gov.in,WP
meacms.mea.gov.in,Other CMS
nss.gov.in,Drupal
meghalaya.gov.in,Drupal
cpao.nic.in,WP
nclt.gov.in,Drupal
www.daman.nic.in,WP
wdsc.telangana.gov.in,Other CMS
warangal.telangana.gov.in,WP
vikarabad.telangana.gov.in,WP
jagtial.telangana.gov.in,WP
bijnor.nic.in,WP
aquaptax.mcgm.gov.in,Other CMS
dor.gov.in,Drupal
aizawl.nic.in,WP
ossopca.nic.in,WP
indiaculture.gov.in,Drupal
www.indiaculture.gov.in,Drupal
www.indiainseattle.gov.in,WP
icms.indianrail.gov.in,Other CMS
cms.indianrail.gov.in,WP
indiascienceandtechnology.gov.in,Drupal
www.indiascienceandtechnology.gov.in,Drupal
interstatecouncil.gov.in,WP
www.ipc.gov.in,Joomla
www.ipft.gov.in,Other CMS
ipft.gov.in,Other CMS
cms.irsofficersonline.gov.in,Other CMS
itiharyana.gov.in,Drupal
itpolicyup.gov.in,WP
www.iwai.gov.in,Drupal
iwai.gov.in,Drupal
jalgaon.gov.in,WP
jalna.gov.in,WP
jalshakti.gov.in,Drupal
jalpaiguri.gov.in,WP
jaljeevanmission.gov.in,Drupal
jammu.gov.in,WP
jashpur.gov.in,WP
jhargram.gov.in,WP
www.jhargram.gov.in,WP
jind.gov.in,WP
rcms.jk.gov.in,Drupal
jkpoliceeservices.gov.in,Other CMS
kaithal.gov.in,WP
kanker.gov.in,WP
kalimpong.gov.in,WP
kannur.gov.in,WP
kannur.nic.in,WP
kapurthala.gov.in,WP
karaikal.gov.in,WP
karbianglong.gov.in,Drupal
karnal.gov.in,WP
arogya.karnataka.gov.in,Joomla
www.arogya.karnataka.gov.in,Joomla
bwsajala.karnataka.gov.in,WP
csg.karnataka.gov.in,WP
eofficecitizen.karnataka.gov.in,Other CMS
ccms.karnataka.gov.in,Other CMS
kasargod.gov.in,WP
kasargod.nic.in,WP
kasez.gov.in,WP
ceds.kerala.gov.in,Joomla
casmvk.kerala.gov.in,WP
www.clr.kerala.gov.in,Joomla
clr.kerala.gov.in,Joomla
cmd.kerala.gov.in,WP
www.cmopcmg.kerala.gov.in,Other CMS
collegiateedu.kerala.gov.in,WP
coir.kerala.gov.in,WP
cooperation.kerala.gov.in,WP
consumeraffairs.kerala.gov.in,WP
www.dairydevelopment.kerala.gov.in,Joomla
dairydevelopment.kerala.gov.in,Joomla
www.dc.kerala.gov.in,WP
dc.kerala.gov.in,WP
dentalcouncil.kerala.gov.in,WP
dme.kerala.gov.in,Joomla
www.dme.kerala.gov.in,Joomla
dic.kerala.gov.in,Joomla
dmg.kerala.gov.in,WP
dslr.kerala.gov.in,WP
archive.education.kerala.gov.in,Joomla
ehealth.kerala.gov.in,Drupal
employment.kerala.gov.in,WP
eitd.kerala.gov.in,WP
envt.kerala.gov.in,WP
education.kerala.gov.in,WP
www.education.kerala.gov.in,WP
old.forest.kerala.gov.in,Joomla
www.gadsplais.kerala.gov.in,Joomla
gad.kerala.gov.in,Drupal
fire.kerala.gov.in,WP
www.keralaexcise.gov.in,WP
foodsafety.kerala.gov.in,WP
www.excise.kerala.gov.in,WP
hed.kerala.gov.in,Joomla
www.hed.kerala.gov.in,Joomla
highereducation.kerala.gov.in,Joomla
groundwater.kerala.gov.in,WP
hsgtechdept.kerala.gov.in,WP
ims.kerala.gov.in,Drupal
www.ims.kerala.gov.in,Drupal
industry.kerala.gov.in,Joomla
www.insurance.kerala.gov.in,Joomla
iccs.kerala.gov.in,WP
insurance.kerala.gov.in,Joomla
homoeopathy.kerala.gov.in,WP
itmission.kerala.gov.in,Drupal
kbps.kerala.gov.in,Joomla
irrigation.kerala.gov.in,Drupal
www.kexcon.kerala.gov.in,Joomla
keralacseb.kerala.gov.in,WP
kdrb.kerala.gov.in,WP
kiidc.kerala.gov.in,WP
kirtads.kerala.gov.in,WP
kriis.kerala.gov.in,WP
kpesrb.kerala.gov.in,WP
ksd.kerala.gov.in,Joomla
www.ksd.kerala.gov.in,Joomla
ksc.kerala.gov.in,WP
ksad.kerala.gov.in,WP
www.kshb.kerala.gov.in,WP
kshb.kerala.gov.in,WP
www.kslub.kerala.gov.in,WP
kslub.kerala.gov.in,WP
www.kstc.kerala.gov.in,WP
kstc.kerala.gov.in,WP
www.ktdfc.kerala.gov.in,Joomla
ktdfc.kerala.gov.in,Joomla
ksbc.kerala.gov.in,WP
ksvc.kerala.gov.in,WP
www.lfa.kerala.gov.in,Joomla
ksywb.kerala.gov.in,WP
lifemission.kerala.gov.in,Drupal
malabardevaswom.kerala.gov.in,Joomla
www.malabardevaswom.kerala.gov.in,Joomla
www.mcc.kerala.gov.in,Joomla
lmd.kerala.gov.in,WP
mcc.kerala.gov.in,Joomla
kwa.kerala.gov.in,WP
livestock.kerala.gov.in,WP
medicalcouncil.kerala.gov.in,WP
mvd.kerala.gov.in,Drupal
mm.kerala.gov.in,WP
patentcentre.kerala.gov.in,WP
nirmithi.kerala.gov.in,WP
statenirmithi.kerala.gov.in,WP
nregs.kerala.gov.in,WP
www.prd.kerala.gov.in,Drupal
prd.kerala.gov.in,Drupal
odepc.kerala.gov.in,WP
psc.kerala.gov.in,Drupal
printing.kerala.gov.in,WP
rajbhavan.kerala.gov.in,Joomla
www.rajbhavan.kerala.gov.in,Joomla
rebuild.kerala.gov.in,WP
sainikwelfare.kerala.gov.in,WP
sha.kerala.gov.in,WP
prdlive.kerala.gov.in,WP
scert.kerala.gov.in,WP
slna.kerala.gov.in,Drupal
shm.kerala.gov.in,WP
spfu.kerala.gov.in,Joomla
www.scert.kerala.gov.in,WP
www.socialaudit.kerala.gov.in,WP
www.statelottery.kerala.gov.in,Joomla
sribs.kerala.gov.in,WP
www.stdd.kerala.gov.in,Drupal
www.vhscap.kerala.gov.in,Other CMS
vhscap.kerala.gov.in,Other CMS
vhse.kerala.gov.in,Joomla
www.vhse.kerala.gov.in,Joomla
trida.kerala.gov.in,Drupal
www.trida.kerala.gov.in,Drupal
reg.keralaenergy.gov.in,Drupal
keralaenergy.gov.in,WP
www.keralaenergy.gov.in,WP
www.keralaagriculture.gov.in,WP
keralamvd.gov.in,Drupal
keralaexcise.gov.in,WP
keralapsc.gov.in,Drupal
forum.keralawomen.gov.in,Drupal
kollamcorporation.gov.in,Drupal
kolhapur.gov.in,WP
kollam.nic.in,WP
kondagaon.gov.in,WP
korba.gov.in,WP
kollam.gov.in,WP
korea.gov.in,WP
kottayam.nic.in,WP
kottayam.gov.in,WP
kozhikode.nic.in,WP
kvkcalicut.gov.in,Joomla
kurukshetra.gov.in,WP
robangalore.kvs.gov.in,WP
kozhikode.gov.in,WP
rodehradun.kvs.gov.in,WP
robhubaneswar.kvs.gov.in,WP
rodelhi.kvs.gov.in,WP
rojabalpur.kvs.gov.in,WP
rojammu.kvs.gov.in,WP
rosilchar.kvs.gov.in,WP
zietgwalior.kvs.gov.in,WP
labdirodisha.gov.in,Drupal
zietmysore.kvs.gov.in,WP
citizenportalpolice.ladakh.gov.in,Other CMS
cgit.labour.gov.in,Drupal
olwboard.labdirodisha.gov.in,Drupal
ladakh.gov.in,WP
lawmin.gov.in,Drupal
sargam.lbsnaa.gov.in,Other CMS
latur.gov.in,WP
legalaffairs.gov.in,Drupal
citizen.lsgkerala.gov.in,Other CMS
anthoormunicipality.lsgkerala.gov.in,Drupal
kannurcorporation.lsgkerala.gov.in,Drupal
impactkerala.lsgkerala.gov.in,Drupal
kondottymunicipality.lsgkerala.gov.in,Drupal
parappanangadimunicipality.lsgkerala.gov.in,Drupal
piravommunicipality.lsgkerala.gov.in,Drupal
tanurmunicipality.lsgkerala.gov.in,Drupal
sulthanbatherymunicipality.lsgkerala.gov.in,Drupal
kozhikodecorporation.lsgkerala.gov.in,Drupal
thamarassery.lsgkerala.gov.in,Drupal
urban.lsgkerala.gov.in,Drupal
thrissurcorporation.lsgkerala.gov.in,Drupal
wadakancherymunicipality.lsgkerala.gov.in,Drupal
tmc.lsgkerala.gov.in,Drupal
mahafireservice.gov.in,WP
www.mahafireservice.gov.in,WP
rcms.mahafood.gov.in,Drupal
citizen.mahapolice.gov.in,Other CMS
ahd.maharashtra.gov.in,Drupal
dgipr.maharashtra.gov.in,Drupal
dtp.maharashtra.gov.in,Drupal
gad.maharashtra.gov.in,WP
cultural.maharashtra.gov.in,WP
dte.maharashtra.gov.in,WP
gsda.maharashtra.gov.in,WP
mahakosh.maharashtra.gov.in,Joomla
mahatextile.maharashtra.gov.in,WP
www.mamfdc.maharashtra.gov.in,Drupal
mahaegs.maharashtra.gov.in,WP
obcbahujankalyan.maharashtra.gov.in,Drupal
www.mwrra.maharashtra.gov.in,WP
mwrra.maharashtra.gov.in,WP
trafficpolicemumbai.maharashtra.gov.in,WP
mahasamund.gov.in,WP
www.maharashtratourism.gov.in,WP
maharashtratourism.gov.in,WP
highwaypolice.maharashtra.gov.in,WP
mahe.gov.in,WP
mahendragarh.gov.in,WP
malappuram.gov.in,WP
malappuram.nic.in,WP
malda.gov.in,WP
www.malda.gov.in,WP
www.makeinindiadefence.gov.in,WP
www.manipurpolice.gov.in,WP
manipurpolice.gov.in,WP
www.manipursrlm.gov.in,WP
manipursrlm.gov.in,WP
mansa.gov.in,WP
mansa.nic.in,WP
manipurtourism.gov.in,WP
shabdakosh.marathi.gov.in,Drupal
directorate.marathi.gov.in,WP
mcacms.gov.in,Other CMS
www.mcacms.gov.in,Other CMS
vishwakosh.marathi.gov.in,WP
rmvs.marathi.gov.in,WP
sahitya.marathi.gov.in,WP
mbda.gov.in,Drupal
mcg.gov.in,WP
www.mcg.gov.in,WP
adv.mcg.gov.in,WP
mczma.gov.in,Drupal
mdmsmeghalaya.gov.in,Drupal
citizeneyes.meghalaya.gov.in,Other CMS
www.meghalaya.gov.in,Drupal
msip.megeducation.gov.in,WP
meghomeguards.gov.in,Drupal
citizen.megpolice.gov.in,Other CMS
megpolice.gov.in,Drupal
coenrm.megplanning.gov.in,WP
mes.gov.in,Drupal
www.mes.gov.in,Drupal
merc.gov.in,WP
new.merc.gov.in,WP
housing.mhada.gov.in,WP
mhrdnats.gov.in,Drupal
www.mhada.gov.in,Drupal
sia.mic.gov.in,WP
toycathon.mic.gov.in,WP
ministryoftextiles.gov.in,Drupal
mib.gov.in,WP
www.mib.gov.in,WP
rajbhavan.mizoram.gov.in,WP
manireda.mn.gov.in,WP
www.mnre.gov.in,WP
north24parganas.gov.in,Drupal
www.north24parganas.gov.in,Drupal
northgarohills.gov.in,WP
www.nrsc.gov.in,Drupal
northgoa.gov.in,WP
nrce.gov.in,WP
www.nsgm.gov.in,Drupal
kpsc.nscd.gov.in,WP
nsws.gov.in,Drupal
www.nsws.gov.in,Drupal
nscd.gov.in,WP
nuh.gov.in,WP
nwm.gov.in,Drupal
nwic.gov.in,WP
ntca.gov.in,WP
odishafshgscd.gov.in,Drupal
www.odishapolice.gov.in,Drupal
odishapolice.gov.in,Drupal
odishavigilance.gov.in,WP
www.odishavigilance.gov.in,WP
osmanabad.gov.in,WP
palakkad.gov.in,WP
palwal.gov.in,WP
palakkad.nic.in,WP
panchayat.gov.in,WP
palghar.gov.in,WP
www.panchayat.gov.in,WP
panipat.gov.in,WP
parbhani.gov.in,WP
paschimbardhaman.gov.in,WP
paschimmedinipur.gov.in,WP
pashudhanharyana.gov.in,Drupal
www.paschimmedinipur.gov.in,WP
pathanamthitta.nic.in,WP
pathanamthitta.gov.in,WP
pbsec.gov.in,Joomla
